No;No. Pendaftaran KIP;Nama Siswa2;Prodi;NIK;No. Kartu Keluarga;NIK Kepala Keluarga;NISN;Status DTKS;Validasi DTKS;Status P3KE;Validasi P3KE;No. KIP;Validasi KIP;No. KKS;Asal Sekolah;Kab/Kota Sekolah;Provinsi Sekolah;Tempat Lahir;Tanggal Lahir;Jenis Kelamin;Alamat Tinggal;No. Handphone;Alamat Email;Alamat IG/ Twitter/ Tiktok;Nama Ayah;Pekerjaan Ayah;Ket. Pekerjaan Ayah;Penghasilan Ayah; Ket. Penghasilan Ayah/ bln ;Status Ayah;Nama Ibu;Pekerjaan Ibu;Ket. Pekerjaan Ibu;Penghasilan Ibu; Ket. Penghasilan Ibu/ bln ;Status Ibu;Wali (jika ada); Penghasilan lain/ bln ;Jumlah Tanggungan;Jml Tanggungan Sebenarnya; Nominal per kapita ;Kepemilikan Rumah;Tahun Perolehan;Sumber Listrik;Luas Tanah;Luas Bangunan;Sumber Air;MCK;Kondisi Rumah;Jarak Pusat Kota (KM);Prestasi;Rekomendasi;Alasan;Nama Pewawancara;Alasan Penguat nanti jadi role model undip
622;1125.203.99977.6838.001;Siswa SNBP 622;S1 PSIKOLOGI;3301995193194071;3305176011982768;3305409715552508;0020669603;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081224579569;siswa622@gmail.com;ig: @siswa622;Nama Ayah;Peg. Swasta;Pekerjaan Detail;> Rp. 3.000.000;4516483;Hidup;Nama Ibu;Peg. Swasta;Pekerja;> Rp. 2.000.000;2388428;Hidup;;0;4 Orang;4;1726227;Sendiri;2002;PLN;>200 M2;50-99 M2;Sumur;Berbagi Pakai;Tidak Layak Menerima Beasiswa;10;Eligible 1 Rumpun Saintek;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Siska Nurul;Mampu membayar UKT mandiri.
623;1125.203.99996.2224.001;Siswa SNBP 623;S1 ILMU HUKUM;3306789396284256;3302424124224753;3307144454920605;0011225717;Terdata;ada;Terdata: Desil 2;ada;A1B2C1;ada;KKS006;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081283913360;siswa623@gmail.com;ig: @siswa623;Nama Ayah;Wirausaha;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1155197;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;246787;Hidup;;0;4 Orang;4;350496;Menumpang;1996;PLN;100 - 200 M2;< 25 M2;Sumur;Berbagi Pakai;Layak Menerima Beasiswa;49;Juara 1 OSN Tingkat Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
624;1125.203.99995.9926.001;Siswa SNBP 624;S1 TEKNIK SIPIL;3302223936018478;3309971895735628;3302295366563164;0084014502;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081277658859;siswa624@gmail.com;ig: @siswa624;Nama Ayah;Petani;Pekerjaan Detail;> Rp. 3.000.000;6671543;Hidup;Nama Ibu;Peg. Swasta;Pekerja;> Rp. 2.000.000;1723444;Hidup;;0;5 Orang;5;1678997;Sendiri;1997;PLN;100 - 200 M2;100 - 200 M2;PDAM;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;13;Eligible 1 Rumpun Saintek;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Budi Santoso;Mampu membayar UKT mandiri.
625;1125.203.99994.6059.001;Siswa SNBP 625;S1 PSIKOLOGI;3301256564686264;3307002810924079;3305868375189117;0063624051;Terdata;ada;Terdata: Desil 4;ada;A1B2C1;ada;KKS004;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081287278127;siswa625@gmail.com;ig: @siswa625;Nama Ayah;Peg. Swasta;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;831889;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;374327;Hidup;;0;3 Orang;3;402072;Sewa Tahunan;2005;PLN;< 25 M2;100 - 200 M2;PDAM;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;46;Juara 1 Lomba KTI Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
626;1125.203.99919.6146.001;Siswa SNBP 626;S1 MANAJEMEN;3304336904364437;3309229999584037;3305912891386869;0058933661;Terdata;ada;Terdata: Desil 2;ada;A1B2C2;ada;KKS005;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081250376795;siswa626@gmail.com;ig: @siswa626;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1175424;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;389098;Hidup;;0;2 Orang;2;782261;Sewa Tahunan;1991;PLN;25-50 M2;100 - 200 M2;Sumur;Berbagi Pakai;Layak Menerima Beasiswa;12;Juara 1 OSN Tingkat Provinsi;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Budi Santoso;Mampu membayar UKT mandiri.
627;1125.203.99918.1080.001;Siswa SNBP 627;S1 KESEHATAN MASYARAKAT;3309602060419905;3304825314176851;3302097081258556;0028456416;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081284862880;siswa627@gmail.com;ig: @siswa627;Nama Ayah;Petani;Pekerjaan Detail;> Rp. 3.000.000;4158513;Hidup;Nama Ibu;Peg. Swasta;Pekerja;> Rp. 2.000.000;2638737;Hidup;;0;3 Orang;3;2265750;Sendiri;2010;PLN;>200 M2;100 - 200 M2;Sumur;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;16;Juara 1 FLS2N Tingkat Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Andi Pratama;Mampu membayar UKT mandiri.
628;1125.203.99914.7756.001;Siswa SNBP 628;S1 TEKNIK SIPIL;3306008211178171;3303276317730074;3302861176039609;0094532009;Terdata;ada;Terdata: Desil 2;ada;A1B2C5;ada;KKS001;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081294203213;siswa628@gmail.com;ig: @siswa628;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;796809;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;69198;Hidup;;0;2 Orang;2;433003;Sewa Bulanan;2003;PLN;50-99 M2;>200 M2;Sumur;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;6;Ketua OSIS SMA 2 Periode;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
629;1125.203.99920.3251.001;Siswa SNBP 629;S1 TEKNIK SIPIL;3305353341270173;3303033175347912;3302998305746200;0062960365;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081238066180;siswa629@gmail.com;ig: @siswa629;Nama Ayah;Wirausaha;Pekerjaan Detail;> Rp. 3.000.000;3347028;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;2721168;Hidup;;0;5 Orang;5;1213639;Sendiri;2009;PLN;< 25 M2;100 - 200 M2;PDAM;Kepemilikan Sendiri Didalam;Tidak Layak Menerima Beasiswa;17;Juara 1 OSN Tingkat Provinsi;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Rina Amelia;Mampu membayar UKT mandiri.
630;1125.203.99979.8165.001;Siswa SNBP 630;S1 AGROEKOTEKNOLOGI;3302586784756937;3301070687373372;3307847268218230;0052052951;Terdata;ada;Terdata: Desil 1;ada;A1B2C3;ada;KKS007;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081273952607;siswa630@gmail.com;ig: @siswa630;Nama Ayah;Wirausaha;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;681918;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;362809;Hidup;;0;6 Orang;6;174121;Sewa Tahunan;1997;PLN;< 25 M2;< 25 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;13;Juara 1 Lomba KTI Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
631;1125.203.99990.1018.001;Siswa SNBP 631;S1 AGROEKOTEKNOLOGI;3308601900325531;3304623447056801;3308414705387712;0035867911;Terdata;ada;Terdata: Desil 3;ada;A1B2C5;ada;KKS004;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081238728591;siswa631@gmail.com;ig: @siswa631;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;819253;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;97241;Hidup;;0;2 Orang;2;458247;Sendiri;1999;PLN;>200 M2;< 25 M2;Sungai/Mata Air;Berbagi Pakai;Layak Menerima Beasiswa;3;Ketua OSIS SMA 2 Periode;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
632;1125.203.99931.1809.001;Siswa SNBP 632;S1 ILMU HUKUM;3306989885488628;3302177346513125;3308012154455437;0040606200;Belum Terdata;tidak ada;Terdata: Desil 5;tidak ada;-;tidak ada;-;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081229345475;siswa632@gmail.com;ig: @siswa632;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;> Rp. 3.000.000;7327543;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;2273406;Hidup;;0;5 Orang;5;1920189;Sendiri;2004;PLN;25-50 M2;>200 M2;Sumur;Berbagi Pakai;Tidak Layak Menerima Beasiswa;17;Eligible 1 Rumpun Saintek;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Siska Nurul;Mampu membayar UKT mandiri.
633;1125.203.99981.7825.001;Siswa SNBP 633;S1 ILMU KOMUNIKASI;3309049784886407;3303289803302991;3305510261305615;0045199195;Terdata;ada;Terdata: Desil 2;ada;A1B2C9;ada;KKS002;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081267777082;siswa633@gmail.com;ig: @siswa633;Nama Ayah;Peg. Swasta;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1270180;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;212973;Hidup;;0;4 Orang;4;370788;Menumpang;1992;PLN;50-99 M2;>200 M2;Sumur;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;12;Juara 1 FLS2N Tingkat Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
634;1125.203.99915.8919.001;Siswa SNBP 634;S1 PSIKOLOGI;3304316108797624;3304627364104249;3301918857657303;0041977702;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081290464689;siswa634@gmail.com;ig: @siswa634;Nama Ayah;Petani;Pekerjaan Detail;> Rp. 3.000.000;4049239;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;914481;Hidup;;0;6 Orang;6;827286;Sendiri;2020;PLN;< 25 M2;50-99 M2;Sumur;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;23;Ketua OSIS SMA 2 Periode;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Rina Amelia;Mampu membayar UKT mandiri.
635;1125.203.99951.2771.001;Siswa SNBP 635;S1 PSIKOLOGI;3308228901863565;3307538410693060;3301061636434073;0099434841;Terdata;ada;Terdata: Desil 4;ada;A1B2C6;ada;KKS004;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081295669110;siswa635@gmail.com;ig: @siswa635;Nama Ayah;Petani;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1236762;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;320857;Hidup;;0;5 Orang;5;311523;Sewa Bulanan;1991;PLN;< 25 M2;< 25 M2;PDAM;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;4;Juara 2 Debat Bahasa Indonesia Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
636;1125.203.99929.7417.001;Siswa SNBP 636;S1 KESEHATAN MASYARAKAT;3304803211008304;3309947083863000;3304364048892676;0010610326;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081232346855;siswa636@gmail.com;ig: @siswa636;Nama Ayah;Buruh Harian;Pekerjaan Detail;> Rp. 3.000.000;6773672;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;379192;Hidup;;0;5 Orang;5;1430572;Sendiri;2000;PLN;>200 M2;25-50 M2;Sungai/Mata Air;Berbagi Pakai;Tidak Layak Menerima Beasiswa;15;Eligible 1 Rumpun Saintek;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Siska Nurul;Mampu membayar UKT mandiri.
637;1125.203.99972.4553.001;Siswa SNBP 637;S1 KESEHATAN MASYARAKAT;3307918315196288;3301668840881682;3307604700802743;0018617339;Terdata;ada;Terdata: Desil 3;ada;A1B2C4;ada;KKS006;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081295029328;siswa637@gmail.com;ig: @siswa637;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1120248;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;376478;Hidup;;0;2 Orang;2;748363;Sewa Tahunan;2008;PLN;100 - 200 M2;25-50 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;38;Eligible 1 Rumpun Saintek;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
638;1125.203.99950.2560.001;Siswa SNBP 638;S1 ILMU KOMUNIKASI;3304286786709049;3307145868563512;3306359710013838;0075523791;Belum Terdata;tidak ada;Terdata: Desil 5;tidak ada;-;tidak ada;-;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081220370698;siswa638@gmail.com;ig: @siswa638;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;> Rp. 3.000.000;6850977;Hidup;Nama Ibu;Peg. Swasta;Pekerja;> Rp. 2.000.000;1606903;Hidup;;0;6 Orang;6;1409646;Sendiri;2009;PLN;< 25 M2;< 25 M2;PDAM;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;46;Juara 1 FLS2N Tingkat Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Siska Nurul;Mampu membayar UKT mandiri.
639;1125.203.99946.3734.001;Siswa SNBP 639;S1 AGROEKOTEKNOLOGI;3309949380517944;3302408342232956;3304826324938139;0065258887;Terdata;ada;Terdata: Desil 4;ada;A1B2C8;ada;KKS008;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081239296262;siswa639@gmail.com;ig: @siswa639;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;956021;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;339882;Hidup;;0;3 Orang;3;431967;Menumpang;2020;PLN;100 - 200 M2;100 - 200 M2;Sungai/Mata Air;Berbagi Pakai;Layak Menerima Beasiswa;32;Juara 1 OSN Tingkat Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
640;1125.203.99959.4644.001;Siswa SNBP 640;S1 KEDOKTERAN;3309681149992765;3305561280382524;3304837479161630;0071600018;Terdata;ada;Terdata: Desil 3;ada;A1B2C3;ada;KKS002;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081256098612;siswa640@gmail.com;ig: @siswa640;Nama Ayah;Peg. Swasta;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;945298;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;237884;Hidup;;0;2 Orang;2;591591;Menumpang;2016;PLN;50-99 M2;25-50 M2;Sumur;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;43;Juara Umum 1 Paralel Sekolah;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
641;1125.203.99987.7190.001;Siswa SNBP 641;S1 KESEHATAN MASYARAKAT;3306479820538972;3307721259599234;3302237674097729;0093451313;Terdata;ada;Terdata: Desil 2;ada;A1B2C5;ada;KKS001;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081238103932;siswa641@gmail.com;ig: @siswa641;Nama Ayah;Wirausaha;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;953679;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;220685;Hidup;;0;2 Orang;2;587182;Sendiri;2009;PLN;25-50 M2;25-50 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;27;Ketua OSIS SMA 2 Periode;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
642;1125.203.99998.1027.001;Siswa SNBP 642;S1 MANAJEMEN;3304290336630835;3301784780430897;3302543201808403;0041763851;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081276486501;siswa642@gmail.com;ig: @siswa642;Nama Ayah;Lainnya;Pekerjaan Detail;> Rp. 3.000.000;6396207;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;790859;Hidup;;0;2 Orang;2;3593533;Sendiri;2018;PLN;< 25 M2;< 25 M2;Sumur;Berbagi Pakai;Tidak Layak Menerima Beasiswa;37;Juara 2 Debat Bahasa Indonesia Provinsi;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Andi Pratama;Mampu membayar UKT mandiri.
643;1125.203.99981.1115.001;Siswa SNBP 643;S1 AGROEKOTEKNOLOGI;3305070978078791;3301444189085954;3303976672687437;0015635733;Terdata;ada;Terdata: Desil 1;ada;A1B2C8;ada;KKS004;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081232003608;siswa643@gmail.com;ig: @siswa643;Nama Ayah;Petani;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1068718;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;31870;Hidup;;0;3 Orang;3;366862;Sewa Bulanan;2000;PLN;50-99 M2;50-99 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;28;Medali Emas Olimpiade Sains Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Rina Amelia;Siswa SNBP berprestasi, tekad kuat.
644;1125.203.99957.9165.001;Siswa SNBP 644;S1 ILMU KOMUNIKASI;3301783290715034;3308687636472141;3303429812087003;0033163516;Terdata;ada;Terdata: Desil 2;ada;A1B2C9;ada;KKS009;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081282048761;siswa644@gmail.com;ig: @siswa644;Nama Ayah;Wirausaha;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1170488;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;219551;Hidup;;0;2 Orang;2;695019;Sendiri;2021;PLN;100 - 200 M2;< 25 M2;PDAM;Berbagi Pakai;Layak Menerima Beasiswa;29;Ketua OSIS SMA 2 Periode;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
645;1125.203.99958.8699.001;Siswa SNBP 645;S1 AKUNTANSI;3305681190989947;3306756241577350;3309795334124397;0047238064;Terdata;ada;Terdata: Desil 3;ada;A1B2C4;ada;KKS002;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081228735487;siswa645@gmail.com;ig: @siswa645;Nama Ayah;Peg. Swasta;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1244129;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;432000;Hidup;;0;3 Orang;3;558709;Menumpang;1994;PLN;< 25 M2;50-99 M2;Sumur;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;33;Juara 1 FLS2N Tingkat Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Rina Amelia;Siswa SNBP berprestasi, tekad kuat.
646;1125.203.99922.7612.001;Siswa SNBP 646;S1 KESEHATAN MASYARAKAT;3306021083956986;3301980662725520;3302157104497520;0044702489;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081285067430;siswa646@gmail.com;ig: @siswa646;Nama Ayah;Buruh Harian;Pekerjaan Detail;> Rp. 3.000.000;4535605;Hidup;Nama Ibu;Peg. Swasta;Pekerja;> Rp. 2.000.000;3266092;Hidup;;0;3 Orang;3;2600565;Sendiri;2008;PLN;>200 M2;>200 M2;PDAM;Kepemilikan Sendiri Didalam;Tidak Layak Menerima Beasiswa;35;Ketua OSIS SMA 2 Periode;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Budi Santoso;Mampu membayar UKT mandiri.
647;1125.203.99990.4077.001;Siswa SNBP 647;S1 PSIKOLOGI;3306112472179395;3302026890148697;3302002653793985;0031515900;Belum Terdata;tidak ada;Terdata: Desil 7;tidak ada;-;tidak ada;-;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081284201108;siswa647@gmail.com;ig: @siswa647;Nama Ayah;Lainnya;Pekerjaan Detail;> Rp. 3.000.000;6021898;Hidup;Nama Ibu;Peg. Swasta;Pekerja;> Rp. 2.000.000;2462117;Hidup;;0;3 Orang;3;2828005;Sendiri;2000;PLN;100 - 200 M2;100 - 200 M2;PDAM;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;38;Ketua OSIS SMA 2 Periode;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Rina Amelia;Mampu membayar UKT mandiri.
648;1125.203.99969.6442.001;Siswa SNBP 648;S1 KEDOKTERAN;3309624673759503;3307951975624950;3308123723851844;0023192078;Terdata;ada;Terdata: Desil 1;ada;A1B2C8;ada;KKS004;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081222730836;siswa648@gmail.com;ig: @siswa648;Nama Ayah;Wirausaha;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;525743;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;453515;Hidup;;0;6 Orang;6;163209;Sewa Bulanan;1995;PLN;100 - 200 M2;25-50 M2;Sungai/Mata Air;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;30;Juara Umum 1 Paralel Sekolah;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
649;1125.203.99945.3323.001;Siswa SNBP 649;S1 KEDOKTERAN;3304307445628582;3308317202679587;3302027410950666;0065749525;Terdata;ada;Terdata: Desil 2;ada;A1B2C4;ada;KKS001;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081279585149;siswa649@gmail.com;ig: @siswa649;Nama Ayah;Petani;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;795659;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;192629;Hidup;;0;4 Orang;4;247072;Menumpang;2016;PLN;100 - 200 M2;100 - 200 M2;PDAM;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;47;Juara 1 OSN Tingkat Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
650;1125.203.99925.9717.001;Siswa SNBP 650;S1 MANAJEMEN;3309337980770561;3309291777536474;3305173831967954;0017325818;Terdata;ada;Terdata: Desil 1;ada;A1B2C9;ada;KKS009;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081217894585;siswa650@gmail.com;ig: @siswa650;Nama Ayah;Petani;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1061898;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;320591;Hidup;;0;2 Orang;2;691244;Menumpang;2004;PLN;100 - 200 M2;>200 M2;PDAM;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;5;Juara 2 Debat Bahasa Indonesia Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Rina Amelia;Siswa SNBP berprestasi, tekad kuat.
651;1125.203.99919.8572.001;Siswa SNBP 651;S1 KEDOKTERAN;3309916373142411;3308481517764732;3301166805788431;0042213449;Terdata;ada;Terdata: Desil 2;ada;A1B2C1;ada;KKS001;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081248954034;siswa651@gmail.com;ig: @siswa651;Nama Ayah;Wirausaha;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1436312;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;292731;Hidup;;0;2 Orang;2;864521;Sewa Tahunan;1995;PLN;100 - 200 M2;>200 M2;PDAM;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;16;Medali Emas Olimpiade Sains Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Siska Nurul;Mampu membayar UKT mandiri.
